disease,rag_top_node_id,common_symptoms,total_symptoms,rag_total_symptoms,rag_matches,rag_hallucinations,no_rag_total_symptoms,no_rag_matches,no_rag_hallucinations,rag_accuracy,no_rag_accuracy,rag_precision,rag_recall,no_rag_precision,no_rag_recall
Frontal encephalocele,98223,13,11,17,2,15,21,2,19,0.18181818181818182,0.18181818181818182,0.11764705882352941,0.18181818181818182,0.09523809523809523,0.18181818181818182
Congenital pulmonary airway malformation,33235,11,5,22,3,19,25,1,24,0.6,0.2,0.13636363636363635,0.6,0.04,0.2
Congenital macroglossia,28733,8,4,23,4,19,22,1,21,1.0,0.25,0.17391304347826086,1.0,0.045454545454545456,0.25
Moebius syndrome,32744,2,42,16,5,11,16,2,14,0.11904761904761904,0.047619047619047616,0.3125,0.11904761904761904,0.125,0.047619047619047616
MASA syndrome,28587,0,13,22,13,9,36,0,36,1.0,0.0,0.5909090909090909,1.0,0.0,0.0
Marshall syndrome,32039,1,42,18,11,7,24,1,23,0.2619047619047619,0.023809523809523808,0.6111111111111112,0.2619047619047619,0.041666666666666664,0.023809523809523808
Neuroblastoma,37927,17,34,21,8,13,22,8,14,0.23529411764705882,0.23529411764705882,0.38095238095238093,0.23529411764705882,0.36363636363636365,0.23529411764705882
Thanatophoric dysplasia,30963,7,41,26,4,22,30,3,27,0.0975609756097561,0.07317073170731707,0.15384615384615385,0.0975609756097561,0.1,0.07317073170731707
Metatropic dysplasia,33376,0,26,18,3,15,30,0,30,0.11538461538461539,0.0,0.16666666666666666,0.11538461538461539,0.0,0.0
Proximal myotonic myopathy,31717,0,30,14,0,14,18,2,16,0.0,0.06666666666666667,0.0,0.0,0.1111111111111111,0.06666666666666667
Opsismodysplasia,29407,2,27,43,25,18,40,2,38,0.9259259259259259,0.07407407407407407,0.5813953488372093,0.9259259259259259,0.05,0.07407407407407407
Horizontal gaze palsy with progressive scoliosis,32396,7,16,21,7,14,31,6,25,0.4375,0.375,0.3333333333333333,0.4375,0.1935483870967742,0.375
Omphalocele,31866,6,5,18,0,18,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0
Linear nevus sebaceus syndrome,28650,0,31,32,18,14,8,0,8,0.5806451612903226,0.0,0.5625,0.5806451612903226,0.0,0.0
Multiple intestinal atresia,27914,8,3,16,1,15,26,0,26,0.3333333333333333,0.0,0.0625,0.3333333333333333,0.0,0.0
Congenital short bowel syndrome,33057,8,7,16,6,10,31,0,31,0.8571428571428571,0.0,0.375,0.8571428571428571,0.0,0.0
Hypoplastic left heart syndrome,28836,4,8,20,7,13,20,0,20,0.875,0.0,0.35,0.875,0.0,0.0
Foveal hypoplasia-presenile cataract syndrome,33513,5,7,23,10,13,26,4,22,1.4285714285714286,0.5714285714285714,0.43478260869565216,1.4285714285714286,0.15384615384615385,0.5714285714285714
Jacobsen syndrome,31052,0,76,84,61,23,18,0,18,0.8026315789473685,0.0,0.7261904761904762,0.8026315789473685,0.0,0.0
Larsen-like osseous dysplasia-short stature syndrome,29567,4,21,38,15,23,38,4,34,0.7142857142857143,0.19047619047619047,0.39473684210526316,0.7142857142857143,0.10526315789473684,0.19047619047619047
Congenital laryngomalacia,31645,16,4,29,3,26,29,1,28,0.75,0.25,0.10344827586206896,0.75,0.034482758620689655,0.25
Trichorhinophalangeal syndrome type 2,27224,0,38,93,37,56,18,1,17,0.9736842105263158,0.02631578947368421,0.3978494623655914,0.9736842105263158,0.05555555555555555,0.02631578947368421
Congenital pulmonary lymphangiectasia,27545,5,16,16,11,5,28,5,23,0.6875,0.3125,0.6875,0.6875,0.17857142857142858,0.3125
Isolated congenital laryngeal web,31972,9,6,18,6,12,33,3,30,1.0,0.5,0.3333333333333333,1.0,0.09090909090909091,0.5
Laurence-Moon syndrome,29982,0,24,17,13,4,10,0,10,0.5416666666666666,0.0,0.7647058823529411,0.5416666666666666,0.0,0.0
Schizencephaly,30348,3,10,21,10,11,19,0,19,1.0,0.0,0.47619047619047616,1.0,0.0,0.0
Silver-Russell syndrome,32863,3,53,18,10,8,35,3,32,0.18867924528301888,0.05660377358490566,0.5555555555555556,0.18867924528301888,0.08571428571428572,0.05660377358490566
Multiple sclerosis-ichthyosis-factor VIII deficiency syndrome,32289,6,12,20,12,8,31,1,30,1.0,0.08333333333333333,0.6,1.0,0.03225806451612903,0.08333333333333333
Sjögren-Larsson syndrome,27310,0,28,17,15,2,39,2,37,0.5357142857142857,0.07142857142857142,0.8823529411764706,0.5357142857142857,0.05128205128205128,0.07142857142857142
Sirenomelia,32287,0,10,26,8,18,9,0,9,0.8,0.0,0.3076923076923077,0.8,0.0,0.0
Infantile spasms-broad thumbs syndrome,32276,0,15,22,13,9,49,1,48,0.8666666666666667,0.06666666666666667,0.5909090909090909,0.8666666666666667,0.02040816326530612,0.06666666666666667
Stormorken-Sjaastad-Langslet syndrome,31514,0,12,22,6,16,42,0,42,0.5,0.0,0.2727272727272727,0.5,0.0,0.0
Congenital toxoplasmosis,32823,5,26,16,16,0,21,8,13,0.6153846153846154,0.3076923076923077,1.0,0.6153846153846154,0.38095238095238093,0.3076923076923077
Thrombocytopenia-absent radius syndrome,27287,1,34,18,7,11,26,1,25,0.20588235294117646,0.029411764705882353,0.3888888888888889,0.20588235294117646,0.038461538461538464,0.029411764705882353
Tracheal agenesis,32543,5,5,23,6,17,26,2,24,1.2,0.4,0.2608695652173913,1.2,0.07692307692307693,0.4
VACTERL/VATER association,30889,3,41,47,28,19,22,4,18,0.6829268292682927,0.0975609756097561,0.5957446808510638,0.6829268292682927,0.18181818181818182,0.0975609756097561
Congenital varicella syndrome,32424,10,9,21,6,15,31,2,29,0.6666666666666666,0.2222222222222222,0.2857142857142857,0.6666666666666666,0.06451612903225806,0.2222222222222222
Juvenile Paget disease,31137,0,17,16,10,6,27,1,26,0.5882352941176471,0.058823529411764705,0.625,0.5882352941176471,0.037037037037037035,0.058823529411764705
Tetrasomy 12p syndrome,38887,12,29,21,2,19,27,2,25,0.06896551724137931,0.06896551724137931,0.09523809523809523,0.06896551724137931,0.07407407407407407,0.06896551724137931
Pendred syndrome,32139,2,15,17,13,4,43,4,39,0.8666666666666667,0.26666666666666666,0.7647058823529411,0.8666666666666667,0.09302325581395349,0.26666666666666666
Neuralgic amyotrophy,33286,4,24,17,13,4,16,1,15,0.5416666666666666,0.041666666666666664,0.7647058823529411,0.5416666666666666,0.0625,0.041666666666666664
Familial spontaneous pneumothorax,30499,15,3,23,3,20,20,0,20,1.0,0.0,0.13043478260869565,1.0,0.0,0.0
Proteus syndrome,29044,1,113,18,15,3,31,5,26,0.13274336283185842,0.04424778761061947,0.8333333333333334,0.13274336283185842,0.16129032258064516,0.04424778761061947
Prune belly syndrome,27929,0,34,30,22,8,22,2,20,0.6470588235294118,0.058823529411764705,0.7333333333333333,0.6470588235294118,0.09090909090909091,0.058823529411764705
Peroxisomal acyl-CoA oxidase deficiency,30385,2,29,20,13,7,22,2,20,0.4482758620689655,0.06896551724137931,0.65,0.4482758620689655,0.09090909090909091,0.06896551724137931
Difference of sex development-intellectual disability syndrome,31549,2,23,30,20,10,30,3,27,0.8695652173913043,0.13043478260869565,0.6666666666666666,0.8695652173913043,0.1,0.13043478260869565
Costello syndrome,29157,1,48,19,9,10,28,1,27,0.1875,0.020833333333333332,0.47368421052631576,0.1875,0.03571428571428571,0.020833333333333332
Congenital rubella syndrome,32425,2,31,17,15,2,23,7,16,0.4838709677419355,0.22580645161290322,0.8823529411764706,0.4838709677419355,0.30434782608695654,0.22580645161290322
Free sialic acid storage disease,29492,1,30,17,6,11,32,5,27,0.2,0.16666666666666666,0.35294117647058826,0.2,0.15625,0.16666666666666666
Osteogenesis imperfecta,27158,4,114,123,64,59,29,14,15,0.5614035087719298,0.12280701754385964,0.5203252032520326,0.5614035087719298,0.4827586206896552,0.12280701754385964
Mucopolysaccharidosis type 3,27436,10,106,21,8,13,22,6,16,0.07547169811320754,0.05660377358490566,0.38095238095238093,0.07547169811320754,0.2727272727272727,0.05660377358490566
Hirschsprung disease,27867,0,19,17,1,16,22,5,17,0.05263157894736842,0.2631578947368421,0.058823529411764705,0.05263157894736842,0.22727272727272727,0.2631578947368421
Glycogen storage disease due to glucose-6-phosphatase deficiency,27295,8,11,18,4,14,23,4,19,0.36363636363636365,0.36363636363636365,0.2222222222222222,0.36363636363636365,0.17391304347826086,0.36363636363636365
Gaucher disease,28772,3,93,38,30,8,28,9,19,0.3225806451612903,0.0967741935483871,0.7894736842105263,0.3225806451612903,0.32142857142857145,0.0967741935483871
GM1 gangliosidosis,27167,2,89,16,10,6,41,6,35,0.11235955056179775,0.06741573033707865,0.625,0.11235955056179775,0.14634146341463414,0.06741573033707865
Waardenburg syndrome,27569,4,32,24,6,18,24,6,18,0.1875,0.1875,0.25,0.1875,0.25,0.1875
Usher syndrome,27268,5,37,17,11,6,24,4,20,0.2972972972972973,0.10810810810810811,0.6470588235294118,0.2972972972972973,0.16666666666666666,0.10810810810810811
Retinitis pigmentosa,38253,11,31,19,8,11,27,7,20,0.25806451612903225,0.22580645161290322,0.42105263157894735,0.25806451612903225,0.25925925925925924,0.22580645161290322
Pelizaeus-Merzbacher disease,32148,12,32,28,8,20,23,8,15,0.25,0.25,0.2857142857142857,0.25,0.34782608695652173,0.25
X-linked recessive ocular albinism,30734,5,14,16,12,4,23,8,15,0.8571428571428571,0.5714285714285714,0.75,0.8571428571428571,0.34782608695652173,0.5714285714285714
Phenylketonuria,31918,3,23,20,4,16,38,2,36,0.17391304347826086,0.08695652173913043,0.2,0.17391304347826086,0.05263157894736842,0.08695652173913043
Chondrodysplasia-difference of sex development syndrome,38558,22,22,35,1,34,44,1,43,0.045454545454545456,0.045454545454545456,0.02857142857142857,0.045454545454545456,0.022727272727272728,0.045454545454545456
Weaver syndrome,28188,2,42,16,11,5,32,5,27,0.2619047619047619,0.11904761904761904,0.6875,0.2619047619047619,0.15625,0.11904761904761904
Fanconi anemia,32319,1,106,31,28,3,27,5,22,0.2641509433962264,0.04716981132075472,0.9032258064516129,0.2641509433962264,0.18518518518518517,0.04716981132075472
Familial isolated dilated cardiomyopathy,32609,10,13,29,5,24,19,4,15,0.38461538461538464,0.3076923076923077,0.1724137931034483,0.38461538461538464,0.21052631578947367,0.3076923076923077
Eosinophilic fasciitis,31808,3,16,16,14,2,27,3,24,0.875,0.1875,0.875,0.875,0.1111111111111111,0.1875
Granulomatosis with polyangiitis,32099,10,80,94,64,30,21,11,10,0.8,0.1375,0.6808510638297872,0.8,0.5238095238095238,0.1375
Immunoglobulin A vasculitis,32987,8,34,17,18,-1,33,14,19,0.5294117647058824,0.4117647058823529,1.0588235294117647,0.5294117647058824,0.42424242424242425,0.4117647058823529
Anti-glomerular basement membrane disease,38482,18,19,22,9,13,23,8,15,0.47368421052631576,0.42105263157894735,0.4090909090909091,0.47368421052631576,0.34782608695652173,0.42105263157894735
Microscopic polyangiitis,33208,3,55,17,18,-1,16,9,7,0.32727272727272727,0.16363636363636364,1.0588235294117647,0.32727272727272727,0.5625,0.16363636363636364
Locked-in syndrome,33246,3,16,19,15,4,36,3,33,0.9375,0.1875,0.7894736842105263,0.9375,0.08333333333333333,0.1875
Congenital herpes simplex virus infection,32426,10,4,26,3,23,30,0,30,0.75,0.0,0.11538461538461539,0.75,0.0,0.0
Congenital lobar emphysema,30057,9,13,20,6,14,20,4,16,0.46153846153846156,0.3076923076923077,0.3,0.46153846153846156,0.2,0.3076923076923077
Takayasu arteritis,32123,3,52,16,11,5,28,8,20,0.21153846153846154,0.15384615384615385,0.6875,0.21153846153846154,0.2857142857142857,0.15384615384615385
Dubin-Johnson syndrome,29712,7,11,24,13,11,22,5,17,1.1818181818181819,0.45454545454545453,0.5416666666666666,1.1818181818181819,0.22727272727272727,0.45454545454545453
Whipple disease,33359,5,47,17,16,1,29,10,19,0.3404255319148936,0.2127659574468085,0.9411764705882353,0.3404255319148936,0.3448275862068966,0.2127659574468085
Kawasaki disease,33038,5,46,21,21,0,30,10,20,0.45652173913043476,0.21739130434782608,1.0,0.45652173913043476,0.3333333333333333,0.21739130434782608
Congenital respiratory-biliary fistula,32507,15,2,22,2,20,27,0,27,1.0,0.0,0.09090909090909091,1.0,0.0,0.0
Congenital atransferrinemia,29483,5,6,20,6,14,28,1,27,1.0,0.16666666666666666,0.3,1.0,0.03571428571428571,0.16666666666666666
Multiminicore myopathy,27748,0,21,19,17,2,26,3,23,0.8095238095238095,0.14285714285714285,0.8947368421052632,0.8095238095238095,0.11538461538461539,0.14285714285714285
Polymyositis,32978,6,60,25,16,9,16,1,15,0.26666666666666666,0.016666666666666666,0.64,0.26666666666666666,0.0625,0.016666666666666666
Dermatomyositis,28745,2,75,19,12,7,12,8,4,0.16,0.10666666666666667,0.631578947368421,0.16,0.6666666666666666,0.10666666666666667
Behçet disease,30171,5,85,65,61,4,28,9,19,0.7176470588235294,0.10588235294117647,0.9384615384615385,0.7176470588235294,0.32142857142857145,0.10588235294117647
Oculopharyngeal muscular dystrophy,27548,1,24,23,9,14,3,2,1,0.375,0.08333333333333333,0.391304347826087,0.375,0.6666666666666666,0.08333333333333333
Alpha-N-acetylgalactosaminidase deficiency,28665,0,28,25,4,21,2,0,2,0.14285714285714285,0.0,0.16,0.14285714285714285,0.0,0.0
Inclusion body myositis,30448,4,14,16,12,4,22,1,21,0.8571428571428571,0.07142857142857142,0.75,0.8571428571428571,0.045454545454545456,0.07142857142857142
Larynx atresia,31647,9,6,21,5,16,27,2,25,0.8333333333333334,0.3333333333333333,0.23809523809523808,0.8333333333333334,0.07407407407407407,0.3333333333333333
Allergic bronchopulmonary aspergillosis,31008,6,14,20,13,7,21,5,16,0.9285714285714286,0.35714285714285715,0.65,0.9285714285714286,0.23809523809523808,0.35714285714285715
Eosinophilic granulomatosis with polyangiitis,32099,4,66,17,11,6,30,10,20,0.16666666666666666,0.15151515151515152,0.6470588235294118,0.16666666666666666,0.3333333333333333,0.15151515151515152
Maple syrup urine disease,95137,17,11,25,2,23,25,1,24,0.18181818181818182,0.09090909090909091,0.08,0.18181818181818182,0.04,0.09090909090909091
Methylmalonic acidemia with homocystinuria,33171,7,18,20,7,13,38,2,36,0.3888888888888889,0.1111111111111111,0.35,0.3888888888888889,0.05263157894736842,0.1111111111111111
Glutathione synthetase deficiency,31963,10,5,24,1,23,36,0,36,0.2,0.0,0.041666666666666664,0.2,0.0,0.0
X-linked alpha-thalassemia-intellectual disability syndrome,31249,2,57,75,47,28,24,4,20,0.8245614035087719,0.07017543859649122,0.6266666666666667,0.8245614035087719,0.16666666666666666,0.07017543859649122
Familial Mediterranean fever,32202,6,50,17,17,0,32,12,20,0.34,0.24,1.0,0.34,0.375,0.24
Simpson-Golabi-Behmel syndrome,30745,4,79,124,70,54,24,6,18,0.8860759493670886,0.0759493670886076,0.5645161290322581,0.8860759493670886,0.25,0.0759493670886076
Multiple symmetric lipomatosis,28575,0,10,17,10,7,15,2,13,1.0,0.2,0.5882352941176471,1.0,0.13333333333333333,0.2
Dermatitis herpetiformis,33410,8,26,17,10,7,22,7,15,0.38461538461538464,0.2692307692307692,0.5882352941176471,0.38461538461538464,0.3181818181818182,0.2692307692307692
Mucopolysaccharidosis type 4,27436,10,34,20,5,15,22,4,18,0.14705882352941177,0.11764705882352941,0.25,0.14705882352941177,0.18181818181818182,0.11764705882352941
Giant cell arteritis,27692,1,68,20,19,1,20,4,16,0.27941176470588236,0.058823529411764705,0.95,0.27941176470588236,0.2,0.058823529411764705
Budd-Chiari syndrome,31637,6,23,17,17,0,24,7,17,0.7391304347826086,0.30434782608695654,1.0,0.7391304347826086,0.2916666666666667,0.30434782608695654
Niemann-Pick disease type C,98094,8,81,32,5,27,23,5,18,0.06172839506172839,0.06172839506172839,0.15625,0.06172839506172839,0.21739130434782608,0.06172839506172839
Nephroblastoma,33158,9,27,17,10,7,21,7,14,0.37037037037037035,0.25925925925925924,0.5882352941176471,0.37037037037037035,0.3333333333333333,0.25925925925925924
Legg-Calvé-Perthes disease,31228,1,8,22,8,14,20,0,20,1.0,0.0,0.36363636363636365,1.0,0.0,0.0
Rabies,32981,2,19,16,14,2,29,5,24,0.7368421052631579,0.2631578947368421,0.875,0.7368421052631579,0.1724137931034483,0.2631578947368421
Botulism,32729,6,18,20,18,2,24,8,16,1.0,0.4444444444444444,0.9,1.0,0.3333333333333333,0.4444444444444444
Legionnaires disease,33292,2,42,17,17,0,19,8,11,0.40476190476190477,0.19047619047619047,1.0,0.40476190476190477,0.42105263157894735,0.19047619047619047
Wolfram syndrome,31066,2,39,16,7,9,32,3,29,0.1794871794871795,0.07692307692307693,0.4375,0.1794871794871795,0.09375,0.07692307692307693
Pemphigus vulgaris,30998,3,20,12,11,1,20,6,14,0.55,0.3,0.9166666666666666,0.55,0.3,0.3
Autosomal dominant hyper-IgE syndrome due to STAT3 deficiency,31806,5,49,16,8,8,26,7,19,0.16326530612244897,0.14285714285714285,0.5,0.16326530612244897,0.2692307692307692,0.14285714285714285
Stickler syndrome,32565,3,77,25,20,5,17,4,13,0.2597402597402597,0.05194805194805195,0.8,0.2597402597402597,0.23529411764705882,0.05194805194805195
Tetralogy of Fallot,27857,2,12,17,9,8,25,0,25,0.75,0.0,0.5294117647058824,0.75,0.0,0.0
Bazex-Dupré-Christol syndrome,30212,2,15,25,13,12,30,0,30,0.8666666666666667,0.0,0.52,0.8666666666666667,0.0,0.0
"46,XX gonadal dysgenesis",38652,20,25,27,7,20,31,6,25,0.28,0.24,0.25925925925925924,0.28,0.1935483870967742,0.24
ICF syndrome,39876,12,23,27,0,27,24,0,24,0.0,0.0,0.0,0.0,0.0,0.0
Holt-Oram syndrome,31211,1,29,21,11,10,40,6,34,0.3793103448275862,0.20689655172413793,0.5238095238095238,0.3793103448275862,0.15,0.20689655172413793
Roberts syndrome,32857,1,54,16,15,1,26,2,24,0.2777777777777778,0.037037037037037035,0.9375,0.2777777777777778,0.07692307692307693,0.037037037037037035
Uveal coloboma-cleft lip and palate-intellectual disability,31143,9,17,22,12,10,24,4,20,0.7058823529411765,0.23529411764705882,0.5454545454545454,0.7058823529411765,0.16666666666666666,0.23529411764705882
Cherubism,27195,1,15,17,12,5,28,1,27,0.8,0.06666666666666667,0.7058823529411765,0.8,0.03571428571428571,0.06666666666666667
Caudal regression syndrome,32697,0,29,17,13,4,2,0,2,0.4482758620689655,0.0,0.7647058823529411,0.4482758620689655,0.0,0.0
Werner syndrome,32590,5,59,37,21,16,26,6,20,0.3559322033898305,0.1016949152542373,0.5675675675675675,0.3559322033898305,0.23076923076923078,0.1016949152542373
Waardenburg-Shah syndrome,32808,3,23,17,18,-1,26,6,20,0.782608695652174,0.2608695652173913,1.0588235294117647,0.782608695652174,0.23076923076923078,0.2608695652173913
Familial progressive cardiac conduction defect,28103,4,8,17,10,7,17,4,13,1.25,0.5,0.5882352941176471,1.25,0.23529411764705882,0.5
Peters plus syndrome,30639,1,84,104,69,35,47,2,45,0.8214285714285714,0.023809523809523808,0.6634615384615384,0.8214285714285714,0.0425531914893617,0.023809523809523808
LCAT deficiency,33178,5,13,23,8,15,23,3,20,0.6153846153846154,0.23076923076923078,0.34782608695652173,0.6153846153846154,0.13043478260869565,0.23076923076923078
Choroideremia,96981,22,15,28,6,22,31,6,25,0.4,0.4,0.21428571428571427,0.4,0.1935483870967742,0.4
Neurofibromatosis-Noonan syndrome,30868,2,18,18,7,11,39,1,38,0.3888888888888889,0.05555555555555555,0.3888888888888889,0.3888888888888889,0.02564102564102564,0.05555555555555555
Liddle syndrome,28419,6,9,16,9,7,25,5,20,1.0,0.5555555555555556,0.5625,1.0,0.2,0.5555555555555556
Campomelic dysplasia,28683,2,38,55,36,19,30,4,26,0.9473684210526315,0.10526315789473684,0.6545454545454545,0.9473684210526315,0.13333333333333333,0.10526315789473684
Nance-Horan syndrome,32072,1,19,17,12,5,25,5,20,0.631578947368421,0.2631578947368421,0.7058823529411765,0.631578947368421,0.2,0.2631578947368421
Netherton syndrome,29333,4,31,37,24,13,25,3,22,0.7741935483870968,0.0967741935483871,0.6486486486486487,0.7741935483870968,0.12,0.0967741935483871
Hereditary sensory and autonomic neuropathy type 4,27625,9,56,32,9,23,44,3,41,0.16071428571428573,0.05357142857142857,0.28125,0.16071428571428573,0.06818181818181818,0.05357142857142857
Non-distal duplication 10q syndrome,39196,12,24,26,2,24,46,2,44,0.08333333333333333,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.043478260869565216,0.08333333333333333
